# 
# Monochromatic solar spectrum 
# Integrated value (W m-2) : 
1373.097
# Number of sampled values :
54154
# 
# lambda (microns)         Spectr. (W m-2 microns-1) 
8.56531049e-01  1.0252909e+03
8.56604420e-01  1.0237525e+03
8.56677803e-01  1.0213969e+03
8.56751199e-01  1.0201321e+03
8.56824608e-01  1.0218642e+03
8.56898029e-01  1.0237320e+03
8.56971463e-01  1.0209694e+03
8.57044909e-01  1.0188884e+03
8.57118368e-01  1.0204833e+03
8.57191840e-01  1.0222137e+03
8.57265324e-01  1.0225828e+03
8.57338820e-01  1.0146527e+03
8.57412330e-01  1.0086296e+03
8.57485851e-01  1.0162088e+03
8.57559386e-01  1.0224255e+03
8.57632933e-01  1.0232018e+03
8.57706493e-01  1.0190843e+03
8.57780065e-01  1.0102113e+03
8.57853650e-01  1.0066409e+03
8.57927248e-01  1.0154351e+03
8.58000858e-01  1.0250413e+03
8.58074481e-01  1.0240505e+03
8.58148116e-01  1.0210231e+03
8.58221765e-01  1.0231560e+03
8.58295425e-01  1.0148356e+03
8.58369099e-01  9.5901518e+02
8.58442785e-01  9.2194037e+02
8.58516484e-01  9.6709784e+02
8.58590195e-01  1.0070850e+03
8.58663919e-01  1.0037926e+03
8.58737656e-01  9.9873837e+02
8.58811405e-01  1.0119895e+03
8.58885167e-01  1.0024621e+03
8.58958942e-01  9.6691499e+02
8.59032729e-01  9.7257595e+02
8.59106529e-01  1.0039779e+03
8.59180342e-01  1.0161329e+03
8.59254167e-01  1.0175836e+03
8.59328005e-01  1.0172733e+03
8.59401856e-01  1.0160153e+03
8.59475720e-01  9.9878365e+02
8.59549596e-01  9.8006903e+02
8.59623485e-01  9.9749302e+02
8.59697387e-01  1.0170758e+03
8.59771301e-01  1.0043199e+03
8.59845228e-01  9.8250612e+02
8.59919168e-01  9.8504184e+02
8.59993120e-01  1.0016385e+03
8.60067085e-01  9.8740679e+02
8.60141063e-01  9.6804368e+02
8.60215054e-01  9.9152677e+02
8.60289057e-01  1.0091917e+03
8.60363073e-01  1.0051003e+03
8.60437102e-01  1.0096549e+03
8.60511144e-01  1.0124522e+03
8.60585198e-01  1.0129530e+03
8.60659265e-01  1.0145337e+03
8.60733345e-01  1.0112546e+03
8.60807437e-01  1.0040629e+03
8.60881543e-01  9.9255579e+02
8.60955661e-01  9.8820275e+02
8.61029792e-01  1.0047583e+03
8.61103935e-01  1.0187458e+03
8.61178092e-01  1.0165478e+03
8.61252261e-01  1.0146201e+03
8.61326443e-01  9.6578540e+02
8.61400637e-01  9.1481116e+02
8.61474845e-01  9.6626116e+02
8.61549065e-01  1.0083975e+03
8.61623298e-01  9.9825604e+02
8.61697544e-01  1.0098008e+03
8.61771803e-01  9.8727445e+02
8.61846074e-01  9.5008115e+02
8.61920359e-01  9.8181911e+02
8.61994656e-01  1.0139498e+03
8.62068966e-01  1.0096037e+03
8.62143288e-01  1.0134657e+03
8.62217624e-01  1.0198821e+03
8.62291972e-01  9.8527674e+02
8.62366333e-01  9.3925350e+02
8.62440707e-01  9.6248477e+02
8.62515094e-01  1.0056023e+03
8.62589494e-01  1.0180622e+03
8.62663906e-01  1.0207084e+03
8.62738331e-01  1.0194575e+03
8.62812770e-01  1.0132369e+03
8.62887221e-01  1.0095701e+03
8.62961685e-01  1.0142300e+03
8.63036161e-01  1.0176800e+03
8.63110651e-01  1.0138799e+03
8.63185153e-01  1.0103496e+03
8.63259669e-01  1.0148718e+03
8.63334197e-01  1.0176483e+03
8.63408738e-01  9.9855844e+02
8.63483292e-01  9.7732924e+02
8.63557858e-01  9.8145155e+02
8.63632438e-01  9.9254420e+02
8.63707031e-01  1.0048394e+03
8.63781636e-01  1.0145839e+03
8.63856254e-01  1.0134706e+03
8.63930886e-01  1.0120896e+03
8.64005530e-01  1.0136562e+03
8.64080187e-01  1.0142847e+03
8.64154857e-01  1.0127703e+03
8.64229539e-01  1.0119258e+03
8.64304235e-01  1.0133573e+03
8.64378944e-01  1.0101038e+03
8.64453665e-01  1.0041750e+03
8.64528400e-01  1.0057407e+03
8.64603147e-01  1.0098475e+03
8.64677907e-01  1.0111441e+03
8.64752681e-01  1.0108356e+03
8.64827467e-01  1.0093237e+03
8.64902266e-01  1.0068766e+03
8.64977078e-01  9.8210959e+02
8.65051903e-01  9.4171598e+02
8.65126741e-01  9.4676387e+02
8.65201592e-01  9.8480605e+02
8.65276456e-01  1.0022661e+03
8.65351333e-01  9.9995603e+02
8.65426222e-01  9.8843394e+02
8.65501125e-01  9.8025317e+02
8.65576041e-01  9.8408765e+02
8.65650970e-01  9.8338350e+02
8.65725911e-01  9.7800966e+02
8.65800866e-01  9.7397165e+02
8.65875833e-01  9.6433307e+02
8.65950814e-01  9.5056373e+02
8.66025808e-01  9.3213246e+02
8.66100814e-01  9.0224287e+02
8.66175834e-01  8.5383668e+02
8.66250866e-01  7.7386368e+02
8.66325912e-01  6.2663171e+02
8.66400970e-01  4.3162556e+02
8.66476042e-01  3.8466624e+02
8.66551127e-01  5.4986554e+02
8.66626224e-01  7.2113239e+02
8.66701335e-01  8.1699085e+02
8.66776458e-01  8.7727771e+02
8.66851595e-01  9.1199242e+02
8.66926745e-01  9.2992996e+02
8.67001907e-01  9.3642039e+02
8.67077083e-01  9.4543571e+02
8.67152272e-01  9.6043229e+02
8.67227474e-01  9.6917431e+02
8.67302689e-01  9.7060151e+02
8.67377917e-01  9.6418602e+02
8.67453158e-01  9.6096218e+02
8.67528412e-01  9.7607572e+02
8.67603679e-01  9.5013373e+02
8.67678959e-01  8.8143085e+02
8.67754252e-01  8.8858204e+02
8.67829558e-01  9.6158935e+02
8.67904878e-01  1.0004529e+03
8.67980210e-01  1.0047921e+03
8.68055556e-01  1.0009018e+03
8.68130914e-01  9.7671166e+02
8.68206286e-01  9.3541615e+02
8.68281671e-01  9.3140713e+02
8.68357068e-01  9.7368324e+02
8.68432479e-01  9.9393381e+02
8.68507903e-01  9.8845829e+02
8.68583341e-01  9.9478151e+02
8.68658791e-01  1.0030904e+03
8.68734254e-01  1.0037111e+03
8.68809731e-01  9.9333579e+02
8.68885220e-01  9.7899029e+02
8.68960723e-01  9.7087412e+02
8.69036239e-01  8.5842083e+02
8.69111768e-01  7.4653614e+02
8.69187310e-01  8.4051791e+02
8.69262865e-01  9.5789151e+02
8.69338433e-01  9.9199561e+02
8.69414015e-01  1.0035975e+03
8.69489610e-01  9.9985161e+02
8.69565217e-01  9.9835525e+02
8.69640838e-01  9.8985133e+02
8.69716472e-01  9.8531644e+02
8.69792120e-01  9.9743789e+02
8.69867780e-01  1.0071762e+03
8.69943454e-01  1.0081902e+03
8.70019140e-01  9.9995600e+02
8.70094840e-01  9.5500382e+02
8.70170553e-01  9.2670757e+02
8.70246280e-01  9.6734761e+02
8.70322019e-01  1.0003163e+03
8.70397772e-01  1.0027821e+03
8.70473538e-01  9.9812045e+02
8.70549317e-01  9.8778645e+02
8.70625109e-01  9.9038497e+02
8.70700914e-01  1.0019521e+03
8.70776733e-01  1.0052066e+03
8.70852565e-01  1.0013394e+03
8.70928410e-01  1.0001104e+03
8.71004268e-01  1.0023088e+03
8.71080139e-01  1.0023978e+03
8.71156024e-01  9.8706990e+02
8.71231922e-01  9.5106343e+02
8.71307833e-01  9.4286270e+02
8.71383757e-01  9.7746683e+02
8.71459695e-01  9.5899358e+02
8.71535646e-01  9.2249030e+02
8.71611610e-01  9.6445102e+02
8.71687587e-01  1.0038965e+03
8.71763578e-01  1.0058269e+03
8.71839582e-01  1.0055200e+03
8.71915599e-01  9.8087858e+02
8.71991629e-01  9.5111665e+02
8.72067672e-01  9.6659835e+02
8.72143729e-01  9.9535298e+02
8.72219799e-01  1.0042492e+03
8.72295883e-01  1.0049939e+03
8.72371979e-01  1.0046872e+03
8.72448089e-01  1.0046433e+03
8.72524213e-01  1.0023663e+03
8.72600349e-01  9.9890815e+02
8.72676499e-01  9.9676420e+02
8.72752662e-01  9.9829695e+02
8.72828838e-01  1.0010105e+03
8.72905028e-01  1.0000483e+03
8.72981231e-01  9.7428641e+02
8.73057447e-01  9.3961226e+02
8.73133677e-01  9.5151595e+02
8.73209920e-01  9.8636639e+02
8.73286176e-01  9.9733980e+02
8.73362445e-01  9.9729672e+02
8.73438728e-01  1.0002684e+03
8.73515024e-01  1.0019285e+03
8.73591334e-01  9.9887073e+02
8.73667657e-01  9.9293173e+02
8.73743993e-01  9.4193489e+02
8.73820343e-01  8.8951520e+02
8.73896705e-01  9.3165410e+02
8.73973082e-01  9.8556097e+02
8.74049471e-01  9.9481326e+02
8.74125874e-01  9.9725683e+02
8.74202290e-01  9.9760590e+02
8.74278720e-01  9.8905850e+02
8.74355163e-01  9.7606668e+02
8.74431619e-01  9.5104740e+02
8.74508089e-01  9.3270555e+02
8.74584572e-01  9.6169663e+02
8.74661069e-01  9.8858612e+02
8.74737579e-01  9.8501523e+02
8.74814102e-01  9.7909353e+02
8.74890639e-01  9.6768677e+02
8.74967189e-01  9.5732894e+02
8.75043752e-01  9.6264659e+02
8.75120329e-01  9.6522022e+02
8.75196919e-01  9.5878473e+02
8.75273523e-01  9.5182932e+02
8.75350140e-01  9.1825271e+02
8.75426771e-01  8.9356079e+02
8.75503414e-01  9.3189067e+02
8.75580072e-01  9.7020707e+02
8.75656743e-01  9.7838383e+02
8.75733427e-01  9.7312715e+02
8.75810124e-01  9.6513447e+02
8.75886835e-01  9.2312375e+02
8.75963560e-01  8.8086705e+02
8.76040298e-01  9.3570028e+02
8.76117049e-01  9.9012341e+02
8.76193814e-01  9.9099198e+02
8.76270592e-01  9.9290206e+02
8.76347384e-01  9.9350933e+02
8.76424189e-01  9.9177295e+02
8.76501008e-01  9.9198961e+02
8.76577840e-01  9.8634973e+02
8.76654686e-01  9.7784916e+02
8.76731545e-01  9.8418256e+02
8.76808417e-01  9.8505059e+02
8.76885303e-01  9.7720484e+02
8.76962203e-01  9.8418503e+02
8.77039116e-01  9.9103272e+02
8.77116042e-01  9.9111886e+02
8.77192982e-01  9.9159480e+02
8.77269936e-01  9.8882210e+02
8.77346903e-01  9.8786913e+02
8.77423883e-01  9.6834195e+02
8.77500878e-01  9.4089957e+02
8.77577885e-01  9.2697077e+02
8.77654906e-01  9.2589932e+02
8.77731941e-01  9.6298953e+02
8.77808989e-01  9.9370757e+02
8.77886050e-01  9.9444141e+02
8.77963126e-01  9.9439655e+02
8.78040214e-01  9.8527200e+02
8.78117316e-01  9.7679905e+02
8.78194432e-01  9.8246238e+02
8.78271562e-01  9.8773475e+02
8.78348704e-01  9.8911667e+02
8.78425861e-01  9.9192362e+02
8.78503031e-01  9.9278594e+02
8.78580214e-01  9.8354302e+02
8.78657411e-01  9.7248992e+02
8.78734622e-01  9.7490912e+02
8.78811846e-01  9.8121188e+02
8.78889084e-01  9.8958371e+02
8.78966336e-01  9.9536383e+02
8.79043601e-01  9.9480062e+02
8.79120879e-01  9.9255548e+02
8.79198171e-01  9.4826653e+02
8.79275477e-01  9.0606263e+02
8.79352796e-01  9.4741579e+02
8.79430129e-01  9.8590976e+02
8.79507476e-01  9.3648186e+02
8.79584836e-01  8.8913937e+02
8.79662210e-01  9.3602320e+02
8.79739597e-01  9.8805884e+02
8.79816998e-01  9.8142571e+02
8.79894413e-01  9.6975749e+02
8.79971841e-01  9.7720613e+02
8.80049283e-01  9.8620152e+02
8.80126738e-01  9.8860985e+02
8.80204207e-01  9.9088821e+02
8.80281690e-01  9.9084283e+02
8.80359187e-01  9.8976520e+02
8.80436697e-01  9.8894592e+02
8.80514220e-01  9.8773994e+02
8.80591758e-01  9.6486926e+02
8.80669309e-01  9.3169172e+02
8.80746873e-01  9.3062523e+02
8.80824452e-01  8.4075344e+02
8.80902044e-01  7.2346441e+02
8.80979649e-01  7.9871140e+02
8.81057269e-01  9.1708738e+02
8.81134902e-01  9.5376253e+02
8.81212548e-01  9.6672972e+02
8.81290209e-01  9.7930603e+02
8.81367883e-01  9.8750099e+02
8.81445571e-01  9.8320824e+02
8.81523272e-01  9.7737272e+02
8.81600987e-01  9.6176078e+02
8.81678716e-01  9.4255234e+02
8.81756459e-01  9.4971739e+02
8.81834215e-01  9.6472419e+02
8.81911985e-01  9.6712551e+02
8.81989769e-01  9.7582490e+02
8.82067566e-01  9.8105093e+02
8.82145378e-01  9.7779375e+02
8.82223202e-01  9.7787821e+02
8.82301041e-01  9.8168793e+02
8.82378893e-01  9.8446875e+02
8.82456760e-01  9.8224040e+02
8.82534639e-01  9.6242314e+02
8.82612533e-01  8.6918582e+02
8.82690440e-01  8.0832463e+02
8.82768362e-01  9.0031827e+02
8.82846296e-01  9.8021910e+02
8.82924245e-01  9.8299643e+02
8.83002208e-01  9.7935995e+02
8.83080184e-01  9.7457062e+02
8.83158174e-01  9.7209071e+02
8.83236177e-01  9.6973983e+02
8.83314195e-01  9.7520780e+02
8.83392226e-01  9.8093007e+02
8.83470271e-01  9.7985993e+02
8.83548330e-01  9.7379434e+02
8.83626403e-01  9.6875543e+02
8.83704489e-01  9.7473073e+02
8.83782589e-01  9.7532664e+02
8.83860704e-01  9.6900993e+02
8.83938831e-01  9.7088639e+02
8.84016973e-01  9.2132168e+02
8.84095129e-01  8.7113475e+02
8.84173298e-01  9.2061217e+02
8.84251481e-01  9.6828154e+02
8.84329678e-01  9.7207431e+02
8.84407889e-01  9.6985682e+02
8.84486114e-01  9.6265486e+02
8.84564352e-01  9.6670208e+02
8.84642604e-01  9.7509235e+02
8.84720871e-01  9.7811379e+02
8.84799151e-01  9.6618908e+02
8.84877444e-01  9.4264671e+02
8.84955752e-01  9.4273527e+02
8.85034074e-01  9.6350588e+02
8.85112409e-01  9.7214283e+02
8.85190759e-01  9.7209837e+02
8.85269122e-01  9.7332987e+02
8.85347499e-01  9.7341270e+02
8.85425890e-01  9.7260257e+02
8.85504295e-01  9.7230282e+02
8.85582713e-01  9.7072803e+02
8.85661146e-01  9.6864380e+02
8.85739593e-01  9.6694266e+02
8.85818053e-01  9.6575185e+02
8.85896527e-01  9.6468883e+02
8.85975016e-01  9.6247957e+02
8.86053518e-01  9.5785095e+02
8.86132034e-01  9.5105895e+02
8.86210564e-01  9.0301483e+02
8.86289108e-01  8.5498769e+02
8.86367665e-01  8.8054742e+02
8.86446237e-01  8.8739068e+02
8.86524823e-01  8.6776589e+02
8.86603422e-01  8.9407293e+02
8.86682036e-01  9.2685746e+02
8.86760663e-01  9.3941018e+02
8.86839305e-01  8.9639464e+02
8.86917960e-01  8.5085181e+02
8.86996629e-01  8.8578134e+02
8.87075313e-01  9.2412961e+02
8.87154010e-01  9.4480317e+02
8.87232721e-01  9.6267457e+02
8.87311446e-01  9.6428194e+02
8.87390185e-01  9.6550771e+02
8.87468939e-01  9.6432062e+02
8.87547706e-01  9.5919860e+02
8.87626487e-01  9.5496682e+02
8.87705282e-01  9.5657390e+02
8.87784091e-01  9.4587322e+02
8.87862914e-01  9.2807242e+02
8.87941751e-01  9.4084455e+02
8.88020602e-01  9.4765203e+02
8.88099467e-01  9.3696036e+02
8.88178346e-01  9.5086487e+02
8.88257239e-01  9.6489114e+02
8.88336146e-01  9.6357925e+02
8.88415068e-01  9.6049402e+02
8.88494003e-01  9.5474966e+02
8.88572952e-01  9.4748747e+02
8.88651915e-01  9.4845877e+02
8.88730892e-01  9.5677291e+02
8.88809884e-01  9.6179284e+02
8.88888889e-01  9.6187500e+02
8.88967908e-01  9.6145093e+02
8.89046942e-01  9.6444293e+02
8.89125989e-01  9.6566290e+02
8.89205051e-01  9.5587928e+02
8.89284126e-01  9.4293784e+02
8.89363216e-01  9.4631011e+02
8.89442320e-01  9.3906311e+02
8.89521437e-01  9.2259272e+02
8.89600569e-01  9.4176168e+02
8.89679715e-01  9.6218716e+02
8.89758875e-01  9.6302648e+02
8.89838049e-01  9.6323400e+02
8.89917238e-01  9.6041091e+02
8.89996440e-01  9.5910375e+02
8.90075656e-01  9.5363157e+02
8.90154887e-01  9.4563725e+02
8.90234132e-01  9.5417535e+02
8.90313390e-01  9.6460272e+02
8.90392663e-01  9.6417870e+02
8.90471950e-01  9.6098030e+02
8.90551251e-01  9.5853953e+02
8.90630566e-01  9.5912522e+02
8.90709896e-01  9.6134925e+02
8.90789239e-01  9.6332039e+02
8.90868597e-01  9.6289678e+02
8.90947969e-01  9.6083555e+02
8.91027355e-01  9.5953074e+02
8.91106755e-01  9.5281123e+02
8.91186169e-01  9.4810863e+02
8.91265597e-01  9.5599651e+02
8.91345040e-01  9.3656862e+02
8.91424496e-01  9.0619922e+02
8.91503967e-01  9.2692396e+02
8.91583452e-01  9.5619558e+02
8.91662951e-01  9.5992415e+02
8.91742465e-01  9.5937571e+02
8.91821992e-01  9.5895315e+02
8.91901534e-01  9.5903353e+02
8.91981090e-01  9.5986796e+02
8.92060660e-01  9.5818876e+02
8.92140244e-01  9.2899459e+02
8.92219843e-01  9.0144384e+02
8.92299456e-01  9.2790952e+02
8.92379083e-01  9.5775622e+02
8.92458724e-01  9.5469760e+02
8.92538379e-01  9.2891916e+02
8.92618049e-01  9.0314988e+02
8.92697733e-01  9.0725513e+02
8.92777431e-01  9.2766899e+02
8.92857143e-01  9.3603328e+02
8.92936869e-01  9.1391806e+02
8.93016610e-01  8.9933440e+02
8.93096365e-01  9.0306034e+02
8.93176134e-01  9.0766236e+02
8.93255918e-01  9.3068591e+02
8.93335716e-01  9.4041880e+02
8.93415528e-01  9.3812097e+02
8.93495354e-01  9.5060470e+02
8.93575194e-01  9.5444246e+02
8.93655049e-01  9.5026498e+02
8.93734918e-01  9.5322499e+02
8.93814802e-01  9.5718527e+02
8.93894699e-01  9.5751476e+02
8.93974611e-01  9.5559181e+02
8.94054537e-01  9.5404482e+02
8.94134478e-01  9.5512505e+02
8.94214433e-01  9.5407884e+02
8.94294402e-01  9.5153251e+02
8.94374385e-01  9.5286251e+02
8.94454383e-01  9.1819417e+02
8.94534395e-01  8.8016400e+02
8.94614421e-01  9.1624137e+02
8.94694462e-01  9.2069967e+02
8.94774517e-01  8.7244729e+02
8.94854586e-01  8.8003376e+02
8.94934670e-01  9.1571060e+02
8.95014768e-01  9.3701848e+02
8.95094880e-01  9.3622669e+02
8.95175007e-01  9.1821395e+02
8.95255148e-01  9.2154310e+02
8.95335303e-01  9.4308400e+02
8.95415473e-01  9.5438976e+02
8.95495657e-01  9.5583998e+02
8.95575855e-01  9.5429732e+02
8.95656068e-01  9.5088531e+02
8.95736295e-01  9.5009181e+02
8.95816537e-01  9.5291232e+02
8.95896793e-01  9.5498422e+02
8.95977063e-01  9.5543595e+02
8.96057348e-01  9.5551384e+02
8.96137647e-01  9.5434643e+02
8.96217960e-01  9.5193437e+02
8.96298288e-01  9.5014553e+02
8.96378630e-01  9.4935293e+02
8.96458987e-01  9.5117369e+02
8.96539358e-01  9.5311816e+02
8.96619744e-01  9.5195215e+02
8.96700143e-01  9.4867227e+02
8.96780558e-01  9.3718677e+02
8.96860987e-01  9.0854883e+02
8.96941430e-01  8.8278003e+02
8.97021887e-01  8.9094829e+02
8.97102359e-01  9.2123109e+02
8.97182846e-01  9.4131584e+02
8.97263347e-01  9.4723328e+02
8.97343862e-01  9.5029221e+02
8.97424392e-01  9.5136333e+02
8.97504936e-01  9.5218574e+02
8.97585495e-01  9.5300780e+02
8.97666068e-01  9.3782068e+02
8.97746656e-01  9.0874230e+02
8.97827258e-01  9.0200422e+02
8.97907875e-01  9.2032315e+02
8.97988506e-01  9.3342700e+02
8.98069151e-01  9.3177151e+02
8.98149811e-01  9.3408348e+02
8.98230486e-01  9.4544246e+02
8.98311175e-01  9.5084909e+02
8.98391879e-01  9.5055436e+02
8.98472597e-01  9.5050745e+02
8.98553329e-01  9.4872655e+02
8.98634076e-01  9.3146719e+02
8.98714838e-01  9.1730925e+02
8.98795614e-01  9.3237028e+02
8.98876404e-01  9.4507431e+02
8.98957210e-01  9.4416196e+02
8.99038029e-01  9.4547687e+02
8.99118864e-01  9.4332769e+02
8.99199712e-01  9.4031350e+02
8.99280576e-01  9.3655843e+02
8.99361453e-01  9.2798300e+02
8.99442346e-01  9.2991746e+02
8.99523253e-01  9.4062590e+02
8.99604174e-01  9.4070382e+02
8.99685110e-01  9.3373969e+02
8.99766061e-01  9.3493042e+02
8.99847026e-01  9.3575017e+02
8.99928006e-01  9.3113662e+02
9.00009000e-01  9.3541339e+02
9.00090009e-01  8.8328011e+02
9.00171032e-01  8.0858154e+02
9.00252071e-01  8.4952407e+02
9.00333123e-01  9.2289692e+02
9.00414191e-01  9.3950543e+02
9.00495272e-01  9.4130938e+02
9.00576369e-01  9.4015347e+02
9.00657480e-01  9.3690223e+02
9.00738606e-01  9.3611720e+02
9.00819746e-01  9.3138898e+02
9.00900901e-01  9.2382858e+02
9.00982070e-01  9.0419846e+02
9.01063255e-01  8.7952558e+02
9.01144453e-01  8.7197848e+02
9.01225667e-01  8.5950921e+02
9.01306895e-01  8.6747883e+02
9.01388138e-01  8.6486093e+02
9.01469395e-01  8.3689467e+02
9.01550667e-01  8.4634032e+02
9.01631954e-01  8.5086211e+02
9.01713255e-01  8.4837191e+02
9.01794571e-01  8.6531119e+02
9.01875902e-01  8.6687634e+02
9.01957247e-01  8.6499908e+02
9.02038607e-01  8.9261831e+02
9.02119982e-01  9.0597378e+02
9.02201371e-01  8.9843902e+02
9.02282775e-01  9.0810355e+02
9.02364194e-01  8.9602704e+02
9.02445628e-01  8.8125350e+02
9.02527076e-01  9.0896243e+02
9.02608539e-01  9.1456734e+02
9.02690016e-01  8.9943015e+02
9.02771509e-01  9.1853167e+02
9.02853016e-01  9.3554072e+02
9.02934537e-01  9.3009760e+02
9.03016074e-01  9.2637328e+02
9.03097625e-01  9.3282699e+02
9.03179191e-01  9.3670395e+02
9.03260771e-01  9.2292982e+02
9.03342367e-01  9.1136642e+02
9.03423977e-01  9.2382162e+02
9.03505602e-01  9.3639477e+02
9.03587241e-01  9.3745035e+02
9.03668896e-01  9.3899534e+02
9.03750565e-01  9.3405070e+02
9.03832249e-01  9.2531303e+02
9.03913947e-01  9.2808313e+02
9.03995661e-01  9.3440086e+02
9.04077389e-01  9.3545538e+02
9.04159132e-01  9.3516392e+02
9.04240890e-01  9.3585093e+02
9.04322662e-01  9.3788272e+02
9.04404450e-01  9.3905793e+02
9.04486252e-01  9.3901031e+02
9.04568069e-01  9.3786275e+02
9.04649900e-01  9.3622680e+02
9.04731747e-01  9.3679043e+02
9.04813608e-01  9.3662093e+02
9.04895485e-01  9.3669569e+02
9.04977376e-01  9.3677038e+02
9.05059281e-01  9.3391507e+02
9.05141202e-01  9.3191515e+02
9.05223138e-01  9.3345496e+02
9.05305088e-01  9.2645318e+02
9.05387053e-01  9.1652608e+02
9.05469033e-01  9.2319045e+02
9.05551028e-01  9.3326689e+02
9.05633037e-01  9.3651179e+02
9.05715062e-01  9.3695169e+02
9.05797101e-01  9.3556316e+02
9.05879156e-01  9.3600298e+02
9.05961225e-01  9.3571157e+02
9.06043309e-01  9.2920763e+02
9.06125408e-01  9.2465470e+02
9.06207522e-01  9.2716611e+02
9.06289650e-01  8.9436930e+02
9.06371794e-01  8.3042220e+02
9.06453952e-01  8.1493684e+02
9.06536125e-01  8.6090695e+02
9.06618314e-01  9.1330838e+02
9.06700517e-01  9.3430794e+02
9.06782735e-01  9.3413852e+02
9.06864968e-01  9.3250998e+02
9.06947216e-01  9.3063883e+02
9.07029478e-01  9.3107779e+02
9.07111756e-01  9.3297488e+02
9.07194049e-01  9.2587975e+02
9.07276356e-01  9.1745082e+02
9.07358679e-01  9.2578673e+02
9.07441016e-01  9.3424100e+02
9.07523369e-01  9.2083685e+02
9.07605736e-01  9.0561658e+02
9.07688118e-01  9.1309878e+02
9.07770516e-01  9.2458284e+02
9.07852928e-01  9.2902553e+02
9.07935355e-01  9.2909947e+02
9.08017797e-01  8.9351521e+02
9.08100254e-01  8.3878408e+02
9.08182726e-01  8.3414579e+02
9.08265213e-01  8.7557278e+02
9.08347716e-01  9.1504551e+02
9.08430233e-01  9.3111688e+02
9.08512765e-01  9.3155348e+02
9.08595312e-01  9.2775026e+02
9.08677874e-01  9.2419060e+02
9.08760451e-01  9.2656550e+02
9.08843043e-01  9.2107020e+02
9.08925650e-01  9.0928256e+02
9.09008272e-01  8.4182904e+02
9.09090909e-01  7.4342400e+02
9.09173561e-01  7.8091300e+02
9.09256228e-01  8.8455126e+02
9.09338911e-01  9.1547045e+02
9.09421608e-01  9.1881041e+02
9.09504320e-01  9.2287445e+02
9.09587047e-01  9.1895968e+02
9.09669790e-01  8.6707040e+02
9.09752547e-01  8.2257023e+02
9.09835320e-01  8.7279504e+02
9.09918107e-01  9.2191450e+02
9.10000910e-01  9.1631262e+02
9.10083728e-01  8.9393041e+02
9.10166560e-01  8.8664557e+02
9.10249408e-01  8.9807063e+02
9.10332271e-01  9.0381999e+02
9.10415149e-01  9.1608221e+02
9.10498042e-01  9.1603604e+02
9.10580951e-01  9.0465303e+02
9.10663874e-01  9.1461721e+02
9.10746812e-01  9.1481232e+02
9.10829766e-01  8.9801139e+02
9.10912735e-01  9.0049917e+02
9.10995718e-01  9.0756479e+02
9.11078717e-01  9.0233959e+02
9.11161731e-01  9.0771591e+02
9.11244760e-01  9.2007508e+02
9.11327805e-01  8.8884247e+02
9.11410864e-01  8.3246078e+02
9.11493939e-01  8.4422497e+02
9.11577028e-01  8.9942789e+02
9.11660133e-01  9.2128228e+02
9.11743253e-01  9.1894897e+02
9.11826388e-01  9.1012160e+02
9.11909539e-01  8.7472146e+02
9.11992704e-01  8.5123707e+02
9.12075885e-01  8.5048077e+02
9.12159081e-01  8.4323458e+02
9.12242292e-01  8.8189419e+02
9.12325518e-01  9.2174109e+02
9.12408759e-01  9.2145279e+02
9.12492016e-01  9.1876256e+02
9.12575287e-01  9.1727404e+02
9.12658574e-01  9.1950775e+02
9.12741877e-01  9.2150053e+02
9.12825194e-01  9.1917210e+02
9.12908527e-01  9.1684448e+02
9.12991874e-01  9.1883651e+02
9.13075237e-01  9.2094772e+02
9.13158616e-01  9.1622242e+02
9.13242009e-01  9.1185851e+02
9.13325418e-01  9.1636731e+02
9.13408842e-01  9.2015527e+02
9.13492281e-01  9.1878881e+02
9.13575735e-01  9.1790207e+02
9.13659205e-01  9.1881250e+02
9.13742690e-01  9.2115981e+02
9.13826190e-01  9.1404602e+02
9.13909706e-01  9.0573751e+02
9.13993236e-01  9.1299370e+02
9.14076782e-01  9.2060625e+02
9.14160344e-01  9.1565149e+02
9.14243920e-01  9.0292190e+02
9.14327512e-01  8.9689553e+02
9.14411119e-01  9.0235254e+02
9.14494742e-01  9.0876411e+02
9.14578379e-01  9.1290179e+02
9.14662032e-01  9.1261528e+02
9.14745701e-01  8.9643419e+02
9.14829384e-01  8.7631591e+02
9.14913083e-01  8.7173538e+02
9.14996798e-01  8.6858979e+02
9.15080527e-01  8.7368538e+02
9.15164272e-01  8.9824115e+02
9.15248032e-01  9.1574462e+02
9.15331808e-01  9.1474151e+02
9.15415599e-01  9.1099405e+02
9.15499405e-01  9.1416800e+02
9.15583227e-01  9.0994476e+02
9.15667063e-01  9.0178717e+02
9.15750916e-01  9.0341073e+02
9.15834783e-01  9.0431830e+02
9.15918666e-01  9.0415266e+02
9.16002565e-01  9.0887346e+02
9.16086479e-01  9.1311585e+02
9.16170408e-01  9.1199546e+02
9.16254352e-01  9.1051809e+02
9.16338312e-01  9.1368586e+02
9.16422287e-01  9.1173234e+02
9.16506278e-01  9.0608895e+02
9.16590284e-01  8.8878282e+02
9.16674306e-01  8.7005492e+02
9.16758343e-01  8.8964684e+02
9.16842395e-01  9.1196767e+02
9.16926462e-01  9.1037316e+02
9.17010546e-01  9.0176297e+02
9.17094644e-01  8.9339368e+02
9.17178758e-01  8.9346757e+02
