# 
# Monochromatic solar spectrum 
# Integrated value (W m-2) : 
1373.097
# Number of sampled values :
54154
# 
# lambda (microns)         Spectr. (W m-2 microns-1) 
2.67924124e-01  3.9452053e+02
2.67931302e-01  3.0325748e+02
2.67938481e-01  1.5155097e+02
2.67945661e-01  1.5586070e+02
2.67952840e-01  1.5501668e+02
2.67960020e-01  1.0287932e+02
2.67967201e-01  1.5806386e+02
2.67974382e-01  1.8075409e+02
2.67981563e-01  1.0142852e+02
2.67988744e-01  7.5273643e+01
2.67995926e-01  1.1600932e+02
2.68003109e-01  1.5593312e+02
2.68010292e-01  1.5773460e+02
2.68017475e-01  2.4793492e+02
2.68024658e-01  3.1390414e+02
2.68031842e-01  2.8911040e+02
2.68039026e-01  3.5103387e+02
2.68046211e-01  3.1246185e+02
2.68053396e-01  1.9860096e+02
2.68060582e-01  2.2489274e+02
2.68067768e-01  2.5702638e+02
2.68074954e-01  2.9917547e+02
2.68082140e-01  3.7638430e+02
2.68089327e-01  2.1357447e+02
2.68096515e-01  1.5763316e+02
2.68103703e-01  1.7014564e+02
2.68110891e-01  1.5705980e+02
2.68118079e-01  1.8000397e+02
2.68125268e-01  1.9126135e+02
2.68132457e-01  3.3841011e+02
2.68139647e-01  3.2545713e+02
2.68146837e-01  2.4213268e+02
2.68154028e-01  2.4740433e+02
2.68161219e-01  2.3000833e+02
2.68168410e-01  2.3305519e+02
2.68175601e-01  3.0256617e+02
2.68182793e-01  3.5719246e+02
2.68189986e-01  4.0833709e+02
2.68197179e-01  3.9719322e+02
2.68204372e-01  3.6575405e+02
2.68211565e-01  3.4279784e+02
2.68218759e-01  2.2949265e+02
2.68225954e-01  1.6039994e+02
2.68233148e-01  1.3492887e+02
2.68240343e-01  1.9484974e+02
2.68247539e-01  2.8614414e+02
2.68254735e-01  3.2573379e+02
2.68261931e-01  2.8555761e+02
2.68269128e-01  3.1458284e+02
2.68276325e-01  3.2206886e+02
2.68283522e-01  3.2232945e+02
2.68290720e-01  2.1936676e+02
2.68297918e-01  2.0004509e+02
2.68305117e-01  3.0852520e+02
2.68312316e-01  3.6143156e+02
2.68319515e-01  3.7391297e+02
2.68326715e-01  2.7083625e+02
2.68333915e-01  3.0109819e+02
2.68341115e-01  3.7176965e+02
2.68348316e-01  3.8577537e+02
2.68355517e-01  2.8882998e+02
2.68362719e-01  1.5537664e+02
2.68369921e-01  1.6203289e+02
2.68377124e-01  1.6091349e+02
2.68384326e-01  1.7326079e+02
2.68391530e-01  2.5821135e+02
2.68398733e-01  2.9068040e+02
2.68405937e-01  3.3480587e+02
2.68413142e-01  3.0064287e+02
2.68420346e-01  2.7286803e+02
2.68427551e-01  3.1518312e+02
2.68434757e-01  3.5083230e+02
2.68441963e-01  3.2472449e+02
2.68449169e-01  2.8862850e+02
2.68456376e-01  2.5364643e+02
2.68463583e-01  1.8939211e+02
2.68470790e-01  1.1579353e+02
2.68477998e-01  1.0256597e+02
2.68485206e-01  1.1985965e+02
2.68492415e-01  1.8477371e+02
2.68499624e-01  3.0044923e+02
2.68506833e-01  3.9669374e+02
2.68514043e-01  4.2302480e+02
2.68521253e-01  3.8943930e+02
2.68528464e-01  2.2743809e+02
2.68535675e-01  1.9511476e+02
2.68542886e-01  2.2658166e+02
2.68550098e-01  1.4462177e+02
2.68557310e-01  1.2079360e+02
2.68564523e-01  1.7926737e+02
2.68571736e-01  1.8896233e+02
2.68578949e-01  2.0836033e+02
2.68586162e-01  2.4508402e+02
2.68593376e-01  2.1249639e+02
2.68600591e-01  2.9176835e+02
2.68607806e-01  2.9397027e+02
2.68615021e-01  3.0975401e+02
2.68622237e-01  3.2650615e+02
2.68629453e-01  3.4630519e+02
2.68636669e-01  3.5764933e+02
2.68643886e-01  2.8058930e+02
2.68651103e-01  3.2144800e+02
2.68658320e-01  3.3777936e+02
2.68665538e-01  2.6862961e+02
2.68672757e-01  2.9479788e+02
2.68679975e-01  2.8702462e+02
2.68687194e-01  2.5695080e+02
2.68694414e-01  2.9073356e+02
2.68701634e-01  3.9888883e+02
2.68708854e-01  3.7837004e+02
2.68716075e-01  2.8113100e+02
2.68723296e-01  3.0645787e+02
2.68730517e-01  3.0824155e+02
2.68737739e-01  2.7457778e+02
2.68744961e-01  2.4340988e+02
2.68752184e-01  2.1930633e+02
2.68759407e-01  3.3974041e+02
2.68766630e-01  4.1433920e+02
2.68773854e-01  3.5202404e+02
2.68781078e-01  2.0430969e+02
2.68788302e-01  1.3689121e+02
2.68795527e-01  2.3875090e+02
2.68802753e-01  3.4585880e+02
2.68809978e-01  3.5289817e+02
2.68817204e-01  2.3068613e+02
2.68824431e-01  2.9917012e+02
2.68831658e-01  4.1704453e+02
2.68838885e-01  3.9806656e+02
2.68846112e-01  3.1060527e+02
2.68853341e-01  1.9617577e+02
2.68860569e-01  1.7776608e+02
2.68867798e-01  1.7498988e+02
2.68875027e-01  1.1649688e+02
2.68882256e-01  1.7759909e+02
2.68889486e-01  2.7606598e+02
2.68896717e-01  2.8006190e+02
2.68903948e-01  2.0481450e+02
2.68911179e-01  1.9291078e+02
2.68918410e-01  2.3383124e+02
2.68925642e-01  2.4571009e+02
2.68932874e-01  2.8938861e+02
2.68940107e-01  3.4896205e+02
2.68947340e-01  2.7345872e+02
2.68954574e-01  2.4233941e+02
2.68961807e-01  3.0895576e+02
2.68969042e-01  3.6326267e+02
2.68976276e-01  3.6462533e+02
2.68983511e-01  2.8375115e+02
2.68990747e-01  2.2264906e+02
2.68997983e-01  1.2505543e+02
2.69005219e-01  1.0792688e+02
2.69012455e-01  1.7355809e+02
2.69019692e-01  1.5600043e+02
2.69026930e-01  1.1190253e+02
2.69034167e-01  2.1760340e+02
2.69041405e-01  3.3985750e+02
2.69048644e-01  2.5598458e+02
2.69055883e-01  1.6549003e+02
2.69063122e-01  8.5751821e+01
2.69070362e-01  8.9614671e+01
2.69077602e-01  1.5206603e+02
2.69084842e-01  1.4943378e+02
2.69092083e-01  1.7235058e+02
2.69099325e-01  2.8861644e+02
2.69106566e-01  2.0492046e+02
2.69113808e-01  2.4039576e+02
2.69121051e-01  2.1594413e+02
2.69128293e-01  2.3084345e+02
2.69135537e-01  3.1214650e+02
2.69142780e-01  3.0757407e+02
2.69150024e-01  2.9637611e+02
2.69157269e-01  2.2264971e+02
2.69164513e-01  2.0883502e+02
2.69171758e-01  2.1020397e+02
2.69179004e-01  1.3718418e+02
2.69186250e-01  1.0153015e+02
2.69193496e-01  1.8339853e+02
2.69200743e-01  2.6494072e+02
2.69207990e-01  3.0866692e+02
2.69215238e-01  2.3648933e+02
2.69222485e-01  2.6696745e+02
2.69229734e-01  2.5895138e+02
2.69236982e-01  3.3370786e+02
2.69244231e-01  3.3106893e+02
2.69251481e-01  2.4966771e+02
2.69258731e-01  2.7875761e+02
2.69265981e-01  3.8839146e+02
2.69273232e-01  3.5209872e+02
2.69280483e-01  3.4463272e+02
2.69287734e-01  3.0820834e+02
2.69294986e-01  3.1150118e+02
2.69302238e-01  2.6777455e+02
2.69309490e-01  3.5944936e+02
2.69316743e-01  3.9045100e+02
2.69323997e-01  3.0909039e+02
2.69331251e-01  2.1023080e+02
2.69338505e-01  1.0851461e+02
2.69345759e-01  1.5755273e+02
2.69353014e-01  1.7077631e+02
2.69360269e-01  1.2704853e+02
2.69367525e-01  2.1789206e+02
2.69374781e-01  2.8595930e+02
2.69382038e-01  2.6692691e+02
2.69389294e-01  2.3301450e+02
2.69396552e-01  2.6882720e+02
2.69403809e-01  4.0411465e+02
2.69411067e-01  4.2834121e+02
2.69418326e-01  4.2804259e+02
2.69425585e-01  2.8144316e+02
2.69432844e-01  2.5442854e+02
2.69440103e-01  3.2314953e+02
2.69447363e-01  2.6721071e+02
2.69454624e-01  3.0603618e+02
2.69461885e-01  2.7737338e+02
2.69469146e-01  3.2900164e+02
2.69476407e-01  3.8971304e+02
2.69483669e-01  4.0594068e+02
2.69490932e-01  3.9297566e+02
2.69498194e-01  3.0758946e+02
2.69505457e-01  3.8136834e+02
2.69512721e-01  3.5037188e+02
2.69519985e-01  2.5247442e+02
2.69527249e-01  1.4839300e+02
2.69534514e-01  1.6022276e+02
2.69541779e-01  1.7452879e+02
2.69549044e-01  2.8903052e+02
2.69556310e-01  3.5824090e+02
2.69563577e-01  3.1817453e+02
2.69570843e-01  2.4563621e+02
2.69578110e-01  1.4407129e+02
2.69585378e-01  1.3598660e+02
2.69592646e-01  1.0980983e+02
2.69599914e-01  1.2327316e+02
2.69607182e-01  1.1830008e+02
2.69614451e-01  1.4430758e+02
2.69621721e-01  1.3989790e+02
2.69628991e-01  8.9271231e+01
2.69636261e-01  9.6652560e+01
2.69643531e-01  1.7274665e+02
2.69650802e-01  2.8386135e+02
2.69658074e-01  2.3928881e+02
2.69665345e-01  1.8798285e+02
2.69672617e-01  1.3012332e+02
2.69679890e-01  1.3688131e+02
2.69687163e-01  2.0087675e+02
2.69694436e-01  2.2602571e+02
2.69701710e-01  1.4627639e+02
2.69708984e-01  1.1899437e+02
2.69716258e-01  1.4034970e+02
2.69723533e-01  1.3828030e+02
2.69730809e-01  2.1813021e+02
2.69738084e-01  4.1067291e+02
2.69745360e-01  4.6782302e+02
2.69752637e-01  3.4535130e+02
2.69759914e-01  3.1455092e+02
2.69767191e-01  3.0312883e+02
2.69774469e-01  2.9816595e+02
2.69781747e-01  1.9469048e+02
2.69789025e-01  2.8769222e+02
2.69796304e-01  3.1130630e+02
2.69803583e-01  2.5949950e+02
2.69810863e-01  2.2157232e+02
2.69818143e-01  1.9120398e+02
2.69825423e-01  1.7869466e+02
2.69832704e-01  2.1357048e+02
2.69839985e-01  3.3688753e+02
2.69847266e-01  3.0693151e+02
2.69854548e-01  3.1584089e+02
2.69861831e-01  3.7994981e+02
2.69869113e-01  2.7502653e+02
2.69876397e-01  2.2132743e+02
2.69883680e-01  1.9069926e+02
2.69890964e-01  1.3065420e+02
2.69898248e-01  1.3317306e+02
2.69905533e-01  2.4557648e+02
2.69912818e-01  2.5640699e+02
2.69920104e-01  1.4768684e+02
2.69927390e-01  2.0271533e+02
2.69934676e-01  3.0920310e+02
2.69941962e-01  2.3508048e+02
2.69949250e-01  1.1425420e+02
2.69956537e-01  1.1973676e+02
2.69963825e-01  1.7412073e+02
2.69971113e-01  2.5067092e+02
2.69978402e-01  1.9536733e+02
2.69985691e-01  1.4308787e+02
2.69992980e-01  1.4870458e+02
2.70000270e-01  2.7325048e+02
2.70007560e-01  2.9285054e+02
2.70014851e-01  2.8597677e+02
2.70022142e-01  3.0612263e+02
2.70029433e-01  2.7360290e+02
2.70036725e-01  2.4108667e+02
2.70044017e-01  3.5708521e+02
2.70051310e-01  2.9714357e+02
2.70058603e-01  3.6486217e+02
2.70065896e-01  5.2690327e+02
2.70073190e-01  5.7650497e+02
2.70080484e-01  5.5947436e+02
2.70087779e-01  4.1948029e+02
2.70095073e-01  4.5550906e+02
2.70102369e-01  3.9572182e+02
2.70109665e-01  3.9926408e+02
2.70116961e-01  5.0943509e+02
2.70124257e-01  5.4421777e+02
2.70131554e-01  4.5209706e+02
2.70138851e-01  3.8122645e+02
2.70146149e-01  3.9353818e+02
2.70153447e-01  4.2078359e+02
2.70160746e-01  3.1019295e+02
2.70168045e-01  1.4179875e+02
2.70175344e-01  1.3669483e+02
2.70182643e-01  1.1502951e+02
2.70189944e-01  1.3631020e+02
2.70197244e-01  2.3271884e+02
2.70204545e-01  4.1637849e+02
2.70211846e-01  4.3183238e+02
2.70219148e-01  2.6007148e+02
2.70226450e-01  1.8898328e+02
2.70233752e-01  2.1430641e+02
2.70241055e-01  1.5048563e+02
2.70248358e-01  1.5732361e+02
2.70255662e-01  2.3248133e+02
2.70262966e-01  1.7236642e+02
2.70270270e-01  1.7317850e+02
2.70277575e-01  2.7542791e+02
2.70284880e-01  3.9546134e+02
2.70292186e-01  2.3460855e+02
2.70299492e-01  1.9202917e+02
2.70306798e-01  2.4484791e+02
2.70314105e-01  2.6755271e+02
2.70321412e-01  1.9897729e+02
2.70328720e-01  1.9280870e+02
2.70336028e-01  3.2265318e+02
2.70343336e-01  3.7244040e+02
2.70350645e-01  3.4204653e+02
2.70357954e-01  4.3834313e+02
2.70365263e-01  4.7744532e+02
2.70372573e-01  4.4705070e+02
2.70379884e-01  4.5879038e+02
2.70387194e-01  4.4878051e+02
2.70394506e-01  3.9746591e+02
2.70401817e-01  3.6024384e+02
2.70409129e-01  3.6651529e+02
2.70416441e-01  2.6611947e+02
2.70423754e-01  1.7749455e+02
2.70431067e-01  1.6873376e+02
2.70438381e-01  2.1767393e+02
2.70445695e-01  2.6838618e+02
2.70453009e-01  2.1641994e+02
2.70460323e-01  1.1573671e+02
2.70467639e-01  1.0695429e+02
2.70474954e-01  1.2037175e+02
2.70482270e-01  2.1500627e+02
2.70489586e-01  3.6575057e+02
2.70496903e-01  4.4964659e+02
2.70504220e-01  4.2816613e+02
2.70511537e-01  4.7802237e+02
2.70518855e-01  5.0354978e+02
2.70526173e-01  4.2727679e+02
2.70533492e-01  3.1015857e+02
2.70540811e-01  3.9648963e+02
2.70548131e-01  3.7734152e+02
2.70555450e-01  3.5136491e+02
2.70562771e-01  5.2415016e+02
2.70570091e-01  5.6004675e+02
2.70577412e-01  5.0401480e+02
2.70584734e-01  4.1138494e+02
2.70592055e-01  3.9196908e+02
2.70599378e-01  2.7108590e+02
2.70606700e-01  3.3115754e+02
2.70614023e-01  4.0856484e+02
2.70621347e-01  2.6284918e+02
2.70628670e-01  2.3634666e+02
2.70635995e-01  3.4337358e+02
2.70643319e-01  3.6287776e+02
2.70650644e-01  2.3753692e+02
2.70657970e-01  2.8926062e+02
2.70665295e-01  2.8351194e+02
2.70672621e-01  1.9422997e+02
2.70679948e-01  8.9821380e+01
2.70687275e-01  8.5967823e+01
2.70694602e-01  1.5666886e+02
2.70701930e-01  3.5671624e+02
2.70709258e-01  4.4266443e+02
2.70716587e-01  4.2176377e+02
2.70723916e-01  3.0412829e+02
2.70731245e-01  1.3547916e+02
2.70738575e-01  8.0682815e+01
2.70745905e-01  1.1257331e+02
2.70753236e-01  2.3449229e+02
2.70760566e-01  2.6380659e+02
2.70767898e-01  2.1018818e+02
2.70775229e-01  2.4495622e+02
2.70782562e-01  1.6024943e+02
2.70789894e-01  1.7033251e+02
2.70797227e-01  3.4664674e+02
2.70804560e-01  4.6785230e+02
2.70811894e-01  4.4451061e+02
2.70819228e-01  3.5463481e+02
2.70826563e-01  2.0818840e+02
2.70833898e-01  2.0626849e+02
2.70841233e-01  2.9909356e+02
2.70848569e-01  3.0889211e+02
2.70855905e-01  3.7375829e+02
2.70863241e-01  3.0313399e+02
2.70870578e-01  2.9071483e+02
2.70877915e-01  3.5761575e+02
2.70885253e-01  2.7746426e+02
2.70892591e-01  2.7077191e+02
2.70899930e-01  3.4842792e+02
2.70907268e-01  3.3042312e+02
2.70914608e-01  2.8721410e+02
2.70921947e-01  2.3351912e+02
2.70929287e-01  1.8473440e+02
2.70936628e-01  1.4072293e+02
2.70943969e-01  9.8936620e+01
2.70951310e-01  1.2408974e+02
2.70958652e-01  1.4819135e+02
2.70965994e-01  1.7460571e+02
2.70973336e-01  2.3315817e+02
2.70980679e-01  2.7835834e+02
2.70988022e-01  1.9541222e+02
2.70995366e-01  3.1618298e+02
2.71002710e-01  3.7090256e+02
2.71010054e-01  3.1383409e+02
2.71017399e-01  1.9931810e+02
2.71024745e-01  2.5743859e+02
2.71032090e-01  4.6543354e+02
2.71039436e-01  4.3532488e+02
2.71046783e-01  2.6842218e+02
2.71054130e-01  3.3401233e+02
2.71061477e-01  3.7604973e+02
2.71068824e-01  3.0389922e+02
2.71076172e-01  2.0930213e+02
2.71083521e-01  1.7009979e+02
2.71090870e-01  3.0602695e+02
2.71098219e-01  3.6125278e+02
2.71105569e-01  2.9211588e+02
2.71112919e-01  2.0611624e+02
2.71120269e-01  1.4325322e+02
2.71127620e-01  1.4691841e+02
2.71134971e-01  1.7561240e+02
2.71142323e-01  1.9260548e+02
2.71149675e-01  3.1595922e+02
2.71157027e-01  5.0023030e+02
2.71164380e-01  5.0210716e+02
2.71171733e-01  3.9097502e+02
2.71179087e-01  2.8053486e+02
2.71186441e-01  2.2789672e+02
2.71193795e-01  2.4963943e+02
2.71201150e-01  2.2705623e+02
2.71208505e-01  3.2887379e+02
2.71215861e-01  2.8793588e+02
2.71223217e-01  1.5497125e+02
2.71230573e-01  9.6715843e+01
2.71237930e-01  9.4807647e+01
2.71245287e-01  7.0568402e+01
2.71252645e-01  1.0330534e+02
2.71260003e-01  1.2774865e+02
2.71267361e-01  2.4597076e+02
2.71274720e-01  4.5522506e+02
2.71282079e-01  4.9107287e+02
2.71289439e-01  4.7107284e+02
2.71296799e-01  3.6344144e+02
2.71304159e-01  1.8327324e+02
2.71311520e-01  1.2051361e+02
2.71318881e-01  2.1870859e+02
2.71326243e-01  4.1973470e+02
2.71333605e-01  5.0718587e+02
2.71340967e-01  3.9619199e+02
2.71348330e-01  4.5878091e+02
2.71355693e-01  4.9610294e+02
2.71363057e-01  4.0495447e+02
2.71370421e-01  4.3005406e+02
2.71377785e-01  3.3986955e+02
2.71385150e-01  4.7834417e+02
2.71392515e-01  4.8144092e+02
2.71399881e-01  3.4049303e+02
2.71407247e-01  2.0281857e+02
2.71414613e-01  1.9656315e+02
2.71421980e-01  2.4107542e+02
2.71429347e-01  3.5534977e+02
2.71436715e-01  3.7989687e+02
2.71444083e-01  3.4866098e+02
2.71451451e-01  2.6979385e+02
2.71458820e-01  2.7900706e+02
2.71466189e-01  2.7451393e+02
2.71473558e-01  2.1764530e+02
2.71480928e-01  1.4165172e+02
2.71488299e-01  1.1814523e+02
2.71495670e-01  9.8562067e+01
2.71503041e-01  9.4961736e+01
2.71510412e-01  6.4353430e+01
2.71517784e-01  4.9279789e+01
2.71525157e-01  6.6516642e+01
2.71532530e-01  1.0227870e+02
2.71539903e-01  1.4064084e+02
2.71547276e-01  1.8633560e+02
2.71554650e-01  1.8022312e+02
2.71562025e-01  1.2815622e+02
2.71569400e-01  1.8996626e+02
2.71576775e-01  3.2350812e+02
2.71584150e-01  2.9583251e+02
2.71591526e-01  2.8808889e+02
2.71598903e-01  3.5531292e+02
2.71606280e-01  2.3342831e+02
2.71613657e-01  1.3568470e+02
2.71621034e-01  1.5275559e+02
2.71628412e-01  1.6711394e+02
2.71635791e-01  1.6940882e+02
2.71643170e-01  1.4744543e+02
2.71650549e-01  1.8334819e+02
2.71657928e-01  3.4743475e+02
2.71665308e-01  4.6421481e+02
2.71672689e-01  3.5037778e+02
2.71680070e-01  2.1352103e+02
2.71687451e-01  2.6620941e+02
2.71694832e-01  2.4479097e+02
2.71702214e-01  1.2492195e+02
2.71709597e-01  1.8963482e+02
2.71716980e-01  2.8999006e+02
2.71724363e-01  2.9661080e+02
2.71731746e-01  4.2322300e+02
2.71739130e-01  3.7268685e+02
2.71746515e-01  2.2844787e+02
2.71753900e-01  1.8510449e+02
2.71761285e-01  2.7865715e+02
2.71768671e-01  3.7287662e+02
2.71776057e-01  4.3486369e+02
2.71783443e-01  3.5943348e+02
2.71790830e-01  2.7981493e+02
2.71798217e-01  2.9793864e+02
2.71805605e-01  2.9778709e+02
2.71812993e-01  1.6918801e+02
2.71820381e-01  2.0044306e+02
2.71827770e-01  2.0449223e+02
2.71835159e-01  2.1747264e+02
2.71842549e-01  3.4980473e+02
2.71849939e-01  3.2542926e+02
2.71857329e-01  2.0120042e+02
2.71864720e-01  2.1553116e+02
2.71872111e-01  2.7328894e+02
2.71879503e-01  2.5879867e+02
2.71886895e-01  2.4715079e+02
2.71894288e-01  2.4659627e+02
2.71901680e-01  2.2507618e+02
2.71909074e-01  1.5459621e+02
2.71916467e-01  9.0818641e+01
2.71923861e-01  6.7768795e+01
2.71931256e-01  1.0201955e+02
2.71938651e-01  1.1752435e+02
2.71946046e-01  1.0195437e+02
2.71953442e-01  9.3782103e+01
2.71960838e-01  8.2474007e+01
2.71968234e-01  6.5962097e+01
2.71975631e-01  4.6275052e+01
2.71983028e-01  2.8144732e+01
2.71990426e-01  4.2160732e+01
2.71997824e-01  6.4974547e+01
2.72005223e-01  7.3067047e+01
2.72012621e-01  8.1793880e+01
2.72020021e-01  8.0154182e+01
2.72027420e-01  1.1288003e+02
2.72034820e-01  1.4499423e+02
2.72042221e-01  1.5376930e+02
2.72049622e-01  1.4484334e+02
2.72057023e-01  1.5631961e+02
2.72064425e-01  1.8360138e+02
2.72071827e-01  1.9574976e+02
2.72079229e-01  1.6372381e+02
2.72086632e-01  1.4939660e+02
2.72094036e-01  1.2090201e+02
2.72101439e-01  1.1006333e+02
2.72108844e-01  1.4059356e+02
2.72116248e-01  1.6286897e+02
2.72123653e-01  1.3517659e+02
2.72131058e-01  1.0130266e+02
2.72138464e-01  1.1393566e+02
2.72145870e-01  9.7835132e+01
2.72153277e-01  7.8766090e+01
2.72160684e-01  4.8331720e+01
2.72168091e-01  3.7826287e+01
2.72175499e-01  5.5197455e+01
2.72182907e-01  7.2350759e+01
2.72190315e-01  9.3618946e+01
2.72197724e-01  1.3237668e+02
2.72205134e-01  1.5493490e+02
2.72212544e-01  1.9163378e+02
2.72219954e-01  2.4870552e+02
2.72227364e-01  2.8350616e+02
2.72234775e-01  2.7593457e+02
2.72242187e-01  2.5716511e+02
2.72249598e-01  2.7010311e+02
2.72257011e-01  2.0371303e+02
2.72264423e-01  2.6656624e+02
2.72271836e-01  2.2109225e+02
2.72279250e-01  1.2665913e+02
2.72286663e-01  1.7534388e+02
2.72294078e-01  2.2901361e+02
2.72301492e-01  1.8341670e+02
2.72308907e-01  1.5468198e+02
2.72316323e-01  2.0106214e+02
2.72323738e-01  2.9193549e+02
2.72331155e-01  2.8436879e+02
2.72338571e-01  2.4471372e+02
2.72345988e-01  1.9899602e+02
2.72353406e-01  1.7498832e+02
2.72360824e-01  3.0223610e+02
2.72368242e-01  3.7838114e+02
2.72375661e-01  3.1042547e+02
2.72383080e-01  2.6876017e+02
2.72390499e-01  2.3666858e+02
2.72397919e-01  1.6051077e+02
2.72405339e-01  1.5470725e+02
2.72412760e-01  1.4486170e+02
2.72420181e-01  9.7166586e+01
2.72427602e-01  6.5766782e+01
2.72435024e-01  4.1807663e+01
2.72442447e-01  6.6433244e+01
2.72449869e-01  1.0165848e+02
2.72457292e-01  1.3336391e+02
2.72464716e-01  1.9262626e+02
2.72472140e-01  2.2117139e+02
2.72479564e-01  2.0338039e+02
2.72486989e-01  2.5145066e+02
2.72494414e-01  2.8968446e+02
2.72501839e-01  2.8037665e+02
2.72509265e-01  1.6657398e+02
2.72516692e-01  1.3228242e+02
2.72524118e-01  2.0479499e+02
2.72531546e-01  3.1720624e+02
2.72538973e-01  2.6333684e+02
2.72546401e-01  1.6989416e+02
2.72553829e-01  1.6180796e+02
2.72561258e-01  1.0655591e+02
2.72568687e-01  6.2764416e+01
2.72576117e-01  6.0338309e+01
2.72583547e-01  1.1320050e+02
2.72590977e-01  2.0752070e+02
2.72598408e-01  3.0480464e+02
2.72605839e-01  2.0628699e+02
2.72613271e-01  2.4179877e+02
2.72620703e-01  4.3338418e+02
2.72628135e-01  4.6013446e+02
2.72635568e-01  2.9059539e+02
2.72643001e-01  2.3555777e+02
2.72650435e-01  2.8329961e+02
2.72657869e-01  1.8239949e+02
2.72665303e-01  2.2489330e+02
2.72672738e-01  1.8399358e+02
2.72680173e-01  1.2147217e+02
2.72687609e-01  9.5295049e+01
2.72695045e-01  1.2506289e+02
2.72702482e-01  1.5316007e+02
2.72709918e-01  2.5897296e+02
2.72717356e-01  3.2390022e+02
2.72724793e-01  2.8005287e+02
2.72732231e-01  1.7275483e+02
2.72739670e-01  2.4910291e+02
2.72747109e-01  2.3174851e+02
2.72754548e-01  1.9342686e+02
2.72761988e-01  2.1505636e+02
2.72769428e-01  2.6907459e+02
2.72776869e-01  3.0050847e+02
2.72784309e-01  3.1809694e+02
2.72791751e-01  2.8865017e+02
2.72799193e-01  2.2843506e+02
2.72806635e-01  1.5438680e+02
2.72814077e-01  1.1522619e+02
2.72821520e-01  7.9442084e+01
2.72828964e-01  6.1717744e+01
2.72836407e-01  4.9798693e+01
2.72843851e-01  6.1321453e+01
2.72851296e-01  9.9747703e+01
2.72858741e-01  1.4331402e+02
2.72866186e-01  1.7795756e+02
2.72873632e-01  1.9997309e+02
2.72881078e-01  1.5591409e+02
2.72888525e-01  1.2719532e+02
2.72895972e-01  2.1350246e+02
2.72903419e-01  2.6599074e+02
2.72910867e-01  3.1686213e+02
2.72918316e-01  3.8276468e+02
2.72925764e-01  4.0167289e+02
2.72933213e-01  4.1762572e+02
2.72940663e-01  3.5598938e+02
2.72948113e-01  2.3019927e+02
2.72955563e-01  2.9219618e+02
2.72963014e-01  2.2628198e+02
2.72970465e-01  1.2671636e+02
2.72977916e-01  1.1276630e+02
2.72985368e-01  2.3671176e+02
2.72992820e-01  4.3166676e+02
2.73000273e-01  5.1456377e+02
2.73007726e-01  5.3425843e+02
2.73015180e-01  4.9424927e+02
2.73022634e-01  4.2419404e+02
2.73030088e-01  3.8996355e+02
2.73037543e-01  4.1636765e+02
2.73044998e-01  4.4625629e+02
2.73052453e-01  4.3577022e+02
2.73059909e-01  4.2407823e+02
2.73067366e-01  4.6925006e+02
2.73074823e-01  5.1012568e+02
2.73082280e-01  3.6353186e+02
2.73089737e-01  2.8949554e+02
2.73097195e-01  3.4391640e+02
2.73104654e-01  3.2566367e+02
2.73112113e-01  3.1197117e+02
2.73119572e-01  2.7321122e+02
2.73127031e-01  2.4678822e+02
2.73134491e-01  2.2318302e+02
2.73141952e-01  1.6137998e+02
2.73149413e-01  9.3981282e+01
2.73156874e-01  8.0748188e+01
2.73164336e-01  1.2935086e+02
2.73171798e-01  1.5759252e+02
2.73179260e-01  1.7071590e+02
2.73186723e-01  2.7012909e+02
2.73194186e-01  3.5305122e+02
2.73201650e-01  3.2248495e+02
2.73209114e-01  1.8889860e+02
2.73216579e-01  2.4233965e+02
2.73224044e-01  3.8713284e+02
2.73231509e-01  4.2153650e+02
2.73238975e-01  4.7241118e+02
