#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         184
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext (microns^2)       SSA              g 
      5     0.141086540E+01     0.155290114E+01     0.141684342E+01     0.131298392E+01    -0.187759328E+00     0.457689918E-01
      6     0.705691705E+00     0.111632039E+01     0.114559243E+01     0.727351843E+00     0.419460569E-02     0.140881354E-01
      7     0.505234283E+00     0.387409866E+00     0.329217838E+00     0.442578041E+00    -0.121620004E-01    -0.449015131E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5264
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999980E+00     0.000000000E+00     0.000000000E+00     0.899856308E+00     0.000000000E+00     0.000000000E+00
      1     0.214840937E+01     0.000000000E+00     0.000000000E+00     0.221808093E+01     0.000000000E+00     0.000000000E+00
      2     0.290419413E+01     0.399909976E+01     0.375719626E+01     0.280256764E+01    -0.161545207E-01    -0.452526215E-01
      3     0.240347633E+01     0.328953137E+01     0.331594456E+01     0.245641862E+01    -0.187601005E+00     0.235050159E-01
      4     0.182655769E+01     0.251055126E+01     0.242059230E+01     0.184159636E+01    -0.167607240E-01    -0.862549491E-01
      5     0.140725257E+01     0.155396048E+01     0.142092998E+01     0.130346444E+01    -0.190106652E+00     0.801664671E-01
      6     0.716526718E+00     0.111578319E+01     0.114142655E+01     0.728927267E+00    -0.219216926E-01     0.331379654E-01
      7     0.491815006E+00     0.383844438E+00     0.326436593E+00     0.427684122E+00    -0.326180707E-01     0.245589703E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5377
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999983E+00     0.000000000E+00     0.000000000E+00     0.902305425E+00     0.000000000E+00     0.000000000E+00
      1     0.215293421E+01     0.000000000E+00     0.000000000E+00     0.222250005E+01     0.000000000E+00     0.000000000E+00
      2     0.291753676E+01     0.400500614E+01     0.376698945E+01     0.281421139E+01     0.296906593E-02    -0.575387264E-01
      3     0.242044793E+01     0.330474465E+01     0.333605623E+01     0.247507291E+01    -0.180014756E+00     0.291690623E-01
      4     0.183466520E+01     0.252793166E+01     0.244293934E+01     0.186055464E+01     0.214758220E-02    -0.712517982E-01
      5     0.142862672E+01     0.157423313E+01     0.143719658E+01     0.133355428E+01    -0.215593248E+00     0.940848992E-01
      6     0.726683787E+00     0.114306158E+01     0.116130265E+01     0.742284450E+00    -0.377792475E-01     0.185754138E-01
      7     0.497854152E+00     0.390117780E+00     0.327134961E+00     0.432890173E+00    -0.606284058E-01     0.234604077E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5495
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999984E+00     0.000000000E+00     0.000000000E+00     0.904062721E+00     0.000000000E+00     0.000000000E+00
      1     0.213510576E+01     0.000000000E+00     0.000000000E+00     0.219642265E+01     0.000000000E+00     0.000000000E+00
      2     0.290977304E+01     0.398198102E+01     0.375416309E+01     0.280882253E+01    -0.231778276E-02    -0.381121281E-01
      3     0.240343847E+01     0.328424208E+01     0.331331840E+01     0.246399882E+01    -0.171784289E+00     0.344833433E-01
      4     0.184900776E+01     0.253934843E+01     0.246136932E+01     0.191420425E+01    -0.189922572E-01    -0.919202724E-01
      5     0.144860759E+01     0.162212531E+01     0.146013641E+01     0.137889603E+01    -0.194482633E+00     0.543407223E-01
      6     0.755799174E+00     0.120106948E+01     0.120144633E+01     0.801272831E+00    -0.182927391E-01    -0.933394839E-02
      7     0.511754789E+00     0.425874490E+00     0.341175432E+00     0.467529191E+00    -0.409800634E-01    -0.233841285E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =       0.550
#     l     alpha1              alpha2              alpha3              alpha4              beta1               beta2
      0     0.999999984E+00     0.000000000E+00     0.000000000E+00     0.903787135E+00     0.000000000E+00     0.000000000E+00
      1     0.220901328E+01     0.000000000E+00     0.000000000E+00     0.225951570E+01     0.000000000E+00     0.000000000E+00
      2     0.298855560E+01     0.404768899E+01     0.382830768E+01     0.288690832E+01    -0.306331414E-03    -0.944569317E-02
      3     0.254273330E+01     0.343372230E+01     0.345825293E+01     0.260386787E+01    -0.166450507E+00     0.313437498E-01
      4     0.198493415E+01     0.268174531E+01     0.258081162E+01     0.201087799E+01     0.227508382E-02    -0.262263231E-01
      5     0.138877811E+01     0.166780716E+01     0.154938140E+01     0.135561026E+01    -0.212893510E+00     0.191553956E-01
      6     0.678606356E+00     0.108459105E+01     0.105656962E+01     0.712493104E+00    -0.249297110E-01    -0.196222754E-01
      7     0.359726979E+00     0.333227561E+00     0.231338343E+00     0.299544858E+00    -0.292606854E-01    -0.275115126E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5619
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999984E+00     0.000000000E+00     0.000000000E+00     0.897117982E+00     0.000000000E+00     0.000000000E+00
      1     0.215883552E+01     0.000000000E+00     0.000000000E+00     0.221414049E+01     0.000000000E+00     0.000000000E+00
      2     0.293299768E+01     0.400061666E+01     0.376542935E+01     0.282721871E+01    -0.157796021E-01    -0.224432580E-01
      3     0.245234678E+01     0.333526042E+01     0.335903744E+01     0.251658007E+01    -0.166269332E+00     0.331903650E-01
      4     0.194623286E+01     0.261493090E+01     0.250558507E+01     0.196592024E+01     0.134985850E-01    -0.361175104E-01
      5     0.137574243E+01     0.163447070E+01     0.151159983E+01     0.133032375E+01    -0.218710637E+00     0.548901033E-01
      6     0.700594478E+00     0.109914581E+01     0.107531752E+01     0.726255181E+00    -0.625560204E-01     0.141969459E-02
      7     0.371590470E+00     0.336813382E+00     0.253531901E+00     0.328880982E+00    -0.573196451E-01    -0.398562935E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5748
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999986E+00     0.000000000E+00     0.000000000E+00     0.899255930E+00     0.000000000E+00     0.000000000E+00
      1     0.220745320E+01     0.000000000E+00     0.000000000E+00     0.225581076E+01     0.000000000E+00     0.000000000E+00
      2     0.297760122E+01     0.404277581E+01     0.381733280E+01     0.287417153E+01     0.253433368E-02    -0.173631758E-01
      3     0.253491385E+01     0.342404715E+01     0.344095535E+01     0.258605280E+01    -0.171562621E+00     0.304951575E-01
      4     0.195019487E+01     0.265403900E+01     0.255228914E+01     0.196502065E+01     0.302677766E-02    -0.287698609E-01
      5     0.140903021E+01     0.164641635E+01     0.152334558E+01     0.135269561E+01    -0.228949777E+00     0.393097861E-01
      6     0.679102114E+00     0.109267651E+01     0.107548436E+01     0.702947297E+00    -0.472742578E-01    -0.118251421E-01
      7     0.405631781E+00     0.348061487E+00     0.246277683E+00     0.328079712E+00    -0.639625111E-01    -0.219907682E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.5883
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999987E+00     0.000000000E+00     0.000000000E+00     0.887095811E+00     0.000000000E+00     0.000000000E+00
      1     0.218068476E+01     0.000000000E+00     0.000000000E+00     0.222419568E+01     0.000000000E+00     0.000000000E+00
      2     0.295527264E+01     0.401270849E+01     0.376849546E+01     0.283659090E+01     0.348761491E-01    -0.403803881E-01
      3     0.249899301E+01     0.337989051E+01     0.339434265E+01     0.254932285E+01    -0.171157418E+00     0.316536736E-01
      4     0.190457889E+01     0.262170470E+01     0.251200973E+01     0.193235161E+01     0.203298261E-01    -0.265203025E-01
      5     0.140248737E+01     0.162678347E+01     0.149262790E+01     0.137828496E+01    -0.259829529E+00     0.375029373E-01
      6     0.675635082E+00     0.113604666E+01     0.108260316E+01     0.714303912E+00    -0.529745494E-01    -0.498812833E-01
      7     0.426242228E+00     0.369362947E+00     0.232562589E+00     0.352516647E+00    -0.991318532E-01    -0.382794740E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.6025
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999988E+00     0.000000000E+00     0.000000000E+00     0.905271491E+00     0.000000000E+00     0.000000000E+00
      1     0.220290098E+01     0.000000000E+00     0.000000000E+00     0.224962730E+01     0.000000000E+00     0.000000000E+00
      2     0.298899278E+01     0.403952153E+01     0.382626384E+01     0.289036321E+01     0.304253198E-01    -0.227663711E-01
      3     0.255007565E+01     0.343456541E+01     0.345763902E+01     0.261584333E+01    -0.166444099E+00     0.316091594E-01
      4     0.199560361E+01     0.270272405E+01     0.260352090E+01     0.203862266E+01    -0.121664347E-01    -0.409960494E-01
      5     0.140675796E+01     0.169256804E+01     0.158148408E+01     0.142172226E+01    -0.202549272E+00    -0.470966426E-01
      6     0.700798195E+00     0.114894587E+01     0.109213505E+01     0.759875049E+00     0.257023363E-01    -0.949169577E-01
      7     0.381058201E+00     0.371116549E+00     0.249124993E+00     0.346924455E+00    -0.149581217E-01    -0.863930915E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.6174
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999988E+00     0.000000000E+00     0.000000000E+00     0.906171831E+00     0.000000000E+00     0.000000000E+00
      1     0.222971897E+01     0.000000000E+00     0.000000000E+00     0.227496596E+01     0.000000000E+00     0.000000000E+00
      2     0.302327615E+01     0.406635097E+01     0.385579422E+01     0.292445217E+01    -0.617608349E-02    -0.131604793E-01
      3     0.259723150E+01     0.349199319E+01     0.351726186E+01     0.266851106E+01    -0.163060081E+00     0.231679648E-01
      4     0.203743958E+01     0.275165620E+01     0.265009870E+01     0.208716771E+01    -0.804659257E-02    -0.487953528E-01
      5     0.138186885E+01     0.171738514E+01     0.159332841E+01     0.138433392E+01    -0.185410506E+00    -0.283323334E-01
      6     0.674223191E+00     0.108790790E+01     0.103357230E+01     0.723641634E+00     0.139392193E-01    -0.512014966E-01
      7     0.305665650E+00     0.321569305E+00     0.221508965E+00     0.289146144E+00     0.235368177E-01    -0.543353644E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.6330
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999990E+00     0.000000000E+00     0.000000000E+00     0.911191634E+00     0.000000000E+00     0.000000000E+00
      1     0.226041247E+01     0.000000000E+00     0.000000000E+00     0.230362028E+01     0.000000000E+00     0.000000000E+00
      2     0.305135077E+01     0.409490868E+01     0.389543542E+01     0.295863381E+01    -0.646147167E-03    -0.159857284E-01
      3     0.264504363E+01     0.354670689E+01     0.357015135E+01     0.271289275E+01    -0.167052872E+00     0.166856397E-01
      4     0.203453792E+01     0.277324646E+01     0.267825697E+01     0.208473179E+01    -0.144468775E-01    -0.582155517E-01
      5     0.143177515E+01     0.173414252E+01     0.160553477E+01     0.141537145E+01    -0.167940019E+00    -0.328259459E-01
      6     0.680873766E+00     0.110811965E+01     0.107363633E+01     0.733081323E+00     0.393432268E-01    -0.547117266E-01
      7     0.358484587E+00     0.349411239E+00     0.246383505E+00     0.323154332E+00     0.350120972E-01    -0.607953249E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.6495
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
